date,open,high,low,close,volume,turnover rate,PE_TTM,PB_LF,number of advancing stocks,number of declining stocks,market capitalization
2021/10/11,4941.29,4983.73,4930.71,4936.19,3151.86,0.59,13.3,1.66,147,150,493519.32
2021/10/12,4920.66,4925.49,4840.77,4883.84,2994.24,0.61,13.17,1.64,65,230,488621.32
2021/10/13,4880.14,4953.37,4869.83,4940.11,2800.45,0.47,13.26,1.65,171,119,492043.33
2021/10/14,4934.26,4953.92,4903.25,4913.61,2491.52,0.43,13.21,1.64,105,185,489965.71
2021/10/15,4896.56,4939.82,4881.01,4932.11,3007.28,0.52,13.26,1.65,131,162,491932.91
2021/10/18,4922.51,4922.51,4844.94,4874.78,3025.39,0.51,13.13,1.64,125,168,487655.64
2021/10/19,4869.39,4928.14,4868.81,4922.72,2829.28,0.49,13.27,1.65,200,86,491763.9
2021/10/20,4926.77,4944.02,4898.37,4910.18,2797.48,0.51,13.23,1.64,91,202,490177.82
2021/10/21,4914.74,4946.18,4893.85,4928.02,2748.03,0.54,13.27,1.65,134,158,492381.48
2021/10/22,4934.87,4989.89,4934.87,4959.73,2892.53,0.52,13.32,1.66,155,131,494077.84
2021/10/25,4940.9,4981.65,4930.11,4979.52,2994.08,0.51,13.35,1.66,167,126,496506.93
2021/10/26,4983.24,5002.57,4953.48,4963.1,3017.86,0.51,13.29,1.65,105,186,494598.57
2021/10/27,4949.23,4949.23,4884.94,4898.16,2994.6,0.53,13.15,1.63,59,231,488929.13
2021/10/28,4882.59,4898.66,4846.28,4864.14,3166.32,0.57,13.1,1.61,90,206,484264.28
2021/10/29,4861.27,4908.77,4855.76,4908.77,3687.32,0.58,13.3,1.61,216,78,487407.84
2021/11/1,4878.13,4908.21,4858.25,4890.69,3797.31,0.62,13.14,1.58,163,130,485772.95
2021/11/2,4886.18,4911.23,4797.9,4839.85,3857.32,0.67,13.01,1.57,86,213,480718.11
2021/11/3,4835.81,4858.71,4804.37,4821.11,3022.7,0.52,12.95,1.56,158,125,478778.25
2021/11/4,4841.09,4873.94,4834.74,4868.74,3086.88,0.48,13.06,1.57,176,110,482672.12
2021/11/5,4858.9,4889.68,4841.74,4842.35,3120.71,0.53,12.98,1.56,99,192,479733.45
2021/11/8,4841.15,4866.08,4827.69,4848.18,2958.94,0.5,13,1.56,143,147,480395.6
2021/11/9,4858.25,4870.79,4818.54,4846.74,2616.45,0.43,12.99,1.56,160,125,480230.25
2021/11/10,4832.8,4832.8,4754,4821.19,3010.59,0.49,12.92,1.55,118,167,477402.01
2021/11/11,4814.77,4898.65,4809.11,4898.65,3236.25,0.58,13.11,1.58,227,72,484383.59
2021/11/12,4902.93,4909.08,4875.35,4888.37,2717.73,0.48,13.07,1.57,103,189,483203.47
2021/11/15,4894.41,4906.33,4863.4,4882.38,2729.98,0.44,13.06,1.57,172,119,482556.36
2021/11/16,4880.9,4915.37,4876.5,4883.32,2840.95,0.45,13.05,1.57,105,190,482517.71
2021/11/17,4883.25,4891.52,4864.52,4885.75,2461.78,0.39,13.06,1.57,137,146,482851.3
2021/11/18,4871.42,4871.42,4830.41,4837.62,2444.85,0.41,12.96,1.56,64,231,479012.93
2021/11/19,4832.06,4892.81,4829.57,4890.06,2662.81,0.45,13.1,1.58,233,64,484176.14
2021/11/22,4895.39,4919,4893.27,4912.4,3161.49,0.49,13.15,1.58,141,153,486094.22
2021/11/23,4905.76,4927.52,4896.88,4913.35,3010.22,0.55,13.16,1.58,156,131,486240.35
2021/11/24,4914.03,4935.49,4899.61,4916.66,2897.07,0.49,13.17,1.58,124,161,486840.63
2021/11/25,4917.61,4921.33,4891.73,4896.44,2554.51,0.41,13.12,1.58,105,186,484806.31
2021/11/26,4886.95,4886.95,4850.81,4860.13,2430.41,0.43,13.01,1.57,53,239,481022.65
2021/11/29,4820.01,4858.53,4818.71,4851.42,2859.95,0.48,12.98,1.56,71,225,479804.65
2021/11/30,4857.18,4871.25,4810.22,4832.03,2792.68,0.46,12.95,1.56,136,147,478550.44
2021/12/1,4831.89,4844.52,4823.93,4843.85,2559.69,0.44,13,1.56,195,99,480420.3
2021/12/2,4839.91,4866.85,4830.32,4856.16,2780.52,0.53,13.04,1.57,140,148,481963.68
2021/12/3,4856.98,4901.02,4853.35,4901.02,3000.53,0.51,13.16,1.58,212,74,486220.21
2021/12/6,4909.43,4943.9,4888.69,4892.62,3334.06,0.62,13.14,1.58,109,177,485594.53
2021/12/7,4930.83,4934.1,4895.22,4922.1,3406.18,0.64,13.21,1.59,192,99,488318.71
2021/12/8,4934.41,4995.93,4915.79,4995.93,3290.65,0.56,13.38,1.61,217,75,494400.54
2021/12/9,5000.69,5114.5,4999.41,5078.69,4256.81,0.78,13.58,1.63,243,53,501821.17
2021/12/10,5046.27,5060.06,5035.81,5055.12,3569.18,0.69,13.51,1.63,73,219,499476.7
2021/12/13,5090.02,5143.84,5079.73,5083.8,4263.77,0.76,14.37,1.74,150,142,545977.63
2021/12/14,5066.35,5075.21,5038.86,5049.7,3186.86,0.57,14.27,1.73,84,211,541892.25
2021/12/15,5036.28,5060.37,5003.78,5005.9,2910.73,0.54,14.16,1.72,83,197,537923.44
2021/12/16,5006.61,5034.73,4987.22,5034.73,2914.75,0.52,14.25,1.73,222,69,541225.99
2021/12/17,5021.34,5022.11,4954.76,4954.76,2979.43,0.54,14.05,1.7,48,245,533789.9
2021/12/20,4934.97,4971.67,4872.68,4880.42,3175.37,0.61,13.88,1.68,63,224,527109.35
2021/12/21,4876.51,4917.8,4872.95,4913.49,2590.23,0.52,13.98,1.69,241,55,530915.33
2021/12/22,4924.58,4936.67,4903.17,4914.45,2446.42,0.48,13.97,1.69,121,172,530633.22
2021/12/23,4924.29,4948.74,4906.75,4948.74,2633.6,0.5,14.07,1.71,154,138,534423.22
2021/12/24,4953.06,4964.91,4905.98,4921.34,2904.84,0.51,14,1.7,116,178,531826.72
2021/12/27,4918.15,4939.69,4894.16,4919.32,2544.22,0.45,13.99,1.7,178,112,531539.37
2021/12/28,4923.69,4959.14,4913.6,4955.96,2763.17,0.47,14.07,1.71,179,114,534584.76
2021/12/29,4958.65,4958.65,4883.48,4883.48,2732.25,0.41,13.89,1.68,73,214,527675.52
2021/12/30,4882.16,4940.18,4878.65,4921.51,2680.22,0.44,13.97,1.69,177,105,530715.25
2021/12/31,4937.46,4950.36,4923.14,4940.37,2669.75,0.44,14.02,1.7,178,109,532526.8
2022/1/4,4957.98,4961.45,4874.53,4917.77,3365.17,0.55,13.99,1.7,177,118,531211.29
2022/1/5,4907.93,4916.28,4851.98,4868.12,3639.45,0.64,13.89,1.68,106,189,527526.03
2022/1/6,4842.16,4857.56,4786.43,4818.23,3217.5,0.57,13.77,1.67,88,203,522972.56
2022/1/7,4824.32,4856.65,4818.19,4822.37,3322.19,0.67,13.81,1.67,142,150,524562.93
2022/1/10,4812.23,4844.39,4780.82,4844.05,3050.34,0.56,13.87,1.68,191,104,526545.02
2022/1/11,4840.01,4850.88,4791.89,4797.77,2864.46,0.53,13.74,1.66,86,205,522014.53
2022/1/12,4818.89,4852.73,4810.92,4845.58,2931.53,0.51,13.84,1.68,183,107,526428.23
2022/1/13,4853.03,4853.06,4765.24,4765.92,2887.99,0.51,13.66,1.66,52,241,519775.72
2022/1/14,4743.91,4764.05,4723.94,4726.73,2818.28,0.53,13.51,1.64,78,221,514313.88
2022/1/17,4728.76,4775.24,4726.71,4767.28,2637.88,0.41,13.57,1.64,192,95,517488.93
2022/1/18,4766.78,4826.3,4747.92,4813.35,2827.49,0.54,13.72,1.66,214,81,523373.76
2022/1/19,4815.81,4828.75,4755.93,4780.38,2755.35,0.48,13.64,1.66,108,182,520387.36
2022/1/20,4778.26,4845,4777.57,4823.51,3043.44,0.59,13.75,1.67,169,126,524746.25
2022/1/21,4808.77,4818.31,4762.56,4779.31,2746.99,0.5,13.63,1.66,58,236,519963.71
2022/1/24,4753.94,4801.1,4746.45,4786.74,2462.62,0.41,13.65,1.66,132,155,520590.45
2022/1/25,4761.95,4781.39,4678.25,4678.45,2505.56,0.48,13.35,1.62,17,282,509310.19
2022/1/26,4697.1,4718.99,4648.13,4712.31,2265.53,0.38,13.45,1.64,198,97,513016.28
2022/1/27,4708.1,4708.44,4616.03,4619.88,2505.36,0.44,13.23,1.61,33,262,504629.85
2022/1/28,4641.81,4660.52,4559.83,4563.77,2639.68,0.45,13.06,1.59,87,205,498368.5
2022/2/7,4638.58,4672.65,4615.01,4634.09,2660.32,0.52,13.33,1.62,236,61,507616.59
2022/2/8,4626.44,4626.44,4522.47,4608.77,2813.65,0.56,13.33,1.62,197,101,507751.28
2022/2/9,4608.15,4659.46,4595.28,4652.06,2737.72,0.53,13.43,1.63,197,93,511694.32
2022/2/10,4657.21,4657.21,4608.09,4639.86,2872.24,0.54,13.43,1.63,173,120,511673.62
2022/2/11,4617.87,4662.6,4595.88,4601.4,3079.38,0.56,13.36,1.62,76,216,509507.58
2022/2/14,4579.42,4593.63,4530.06,4551.69,2757.38,0.52,13.2,1.6,81,216,503694.97
2022/2/15,4553.81,4601.45,4550.54,4600.1,2499.77,0.41,13.28,1.61,178,105,506853.78
2022/2/16,4619.85,4643.1,4607.22,4617.99,2101.91,0.38,13.33,1.61,194,96,508981.69
2022/2/17,4616.9,4650.16,4606.95,4629.16,2279.46,0.39,13.35,1.62,109,179,509645.62
2022/2/18,4604.57,4651.34,4598.1,4651.24,1958.26,0.37,13.42,1.62,196,97,512153.61
2022/2/21,4646.05,4646.67,4613.3,4634.31,2150.39,0.4,13.37,1.62,135,153,510536.41
2022/2/22,4601.92,4602.07,4550.8,4574.15,2468.73,0.44,13.22,1.6,48,251,504808.5
2022/2/23,4582.01,4625.3,4579.29,4623.05,2590.5,0.44,13.31,1.61,208,86,508359.12
2022/2/24,4592.07,4610.88,4488.48,4529.32,3423.47,0.66,13.08,1.58,33,267,499040.01
2022/2/25,4564.63,4611.86,4561.9,4573.42,2717.28,0.54,13.17,1.59,193,96,502230.78
2022/2/28,4563.74,4581.65,4530.68,4581.65,2483.64,0.48,13.21,1.6,140,149,503370.24
2022/3/1,4597.86,4623.43,4583.92,4619.69,2604.31,0.44,13.31,1.61,196,96,507443.81
2022/3/2,4594.02,4594.02,4558.44,4578.6,2153,0.41,13.22,1.6,90,198,504119.84
2022/3/3,4595.02,4599.4,4544.43,4551.63,2427.02,0.49,13.18,1.59,130,166,502649.18
2022/3/4,4513.36,4539.39,4481.49,4496.43,2499.7,0.46,13.04,1.58,77,216,497273.42
2022/3/7,4462.52,4462.52,4338.3,4352.78,3068.99,0.58,12.68,1.53,25,274,483597.82
2022/3/8,4361.64,4383.65,4252.54,4265.39,3151.77,0.6,12.44,1.5,31,267,474106.58
2022/3/9,4280.98,4304.48,4068.19,4226.35,3410.09,0.69,12.31,1.49,76,224,469629.69
2022/3/10,4326.2,4335.67,4288.51,4292.84,3016.36,0.52,12.45,1.5,214,76,475471.84
2022/3/11,4231.2,4316.04,4176.45,4306.52,2950.09,0.54,12.44,1.51,191,104,477192.08
2022/3/14,4248.15,4280.36,4174.76,4174.76,2606.92,0.47,12.08,1.47,19,279,464045.14
2022/3/15,4125.49,4163.42,3983.81,3983.81,3469.89,0.72,11.53,1.4,14,286,443325.08
2022/3/16,4053.1,4168.59,3942.86,4156.08,3788.84,0.7,11.96,1.46,289,11,459962.07
2022/3/17,4237.67,4302.74,4217.8,4237.7,3850.39,0.64,12.15,1.48,229,67,467398.01
2022/3/18,4218.47,4283.37,4194.94,4265.9,2757.91,0.53,12.32,1.49,190,106,471260.07
2022/3/21,4280.14,4287.82,4223.02,4258.75,2512.15,0.45,12.29,1.49,131,158,470170.01
2022/3/22,4252.57,4283.33,4236.69,4255.3,2262.14,0.45,12.31,1.49,133,161,471048.51
2022/3/23,4269.61,4287.58,4241.96,4276.52,2263.91,0.42,12.38,1.49,150,136,472776.54
2022/3/24,4249.53,4273.96,4216.85,4251.31,2195.94,0.39,12.33,1.49,85,208,470637.15
2022/3/25,4249.07,4254.84,4173.93,4174.57,2170.13,0.39,12.15,1.47,40,255,463752.57
2022/3/28,4128.84,4174.12,4091.3,4148.47,2134.69,0.42,12.12,1.46,125,169,462987.46
2022/3/29,4155.42,4177.21,4124.72,4134.14,1994.64,0.36,12.1,1.46,96,196,462272.46
2022/3/30,4162.17,4254.1,4160.74,4254.1,2688.69,0.49,12.34,1.48,268,29,473109.35
2022/3/31,4234.72,4247.36,4214.54,4222.6,2388.77,0.48,12.35,1.47,88,200,470965.73
2022/4/1,4198.82,4290.67,4190.08,4276.16,2447.59,0.48,12.47,1.48,209,82,476655.87
2022/4/6,4258.83,4277.52,4236.73,4263.84,2536.91,0.57,12.46,1.48,142,152,476479.22
2022/4/7,4240.02,4278.11,4205.74,4209.1,2169.96,0.48,12.32,1.47,40,254,470777.32
2022/4/8,4213.21,4237.81,4175.53,4230.77,2290.82,0.51,12.39,1.47,163,131,473511
2022/4/11,4203.79,4203.79,4089.09,4100.07,2652.25,0.53,12.07,1.44,26,273,461267.08
2022/4/12,4102.97,4179.97,4075.8,4179.97,2528.3,0.52,12.27,1.46,238,55,469277.77
2022/4/13,4154.41,4194.04,4139.74,4139.74,2212.81,0.45,12.18,1.45,59,234,465934.49
2022/4/14,4172.64,4217.06,4155.55,4191.57,2459.94,0.45,12.31,1.46,234,54,471144
2022/4/15,4162.37,4211.32,4152.97,4188.75,2262.3,0.45,12.29,1.46,120,173,470538.17
2022/4/18,4152.93,4171.74,4119.99,4166.38,2128.55,0.42,12.19,1.45,125,170,467005.19
2022/4/19,4161.93,4186.94,4115.42,4134.9,2085.71,0.39,12.14,1.44,103,190,465133.59
2022/4/20,4130.54,4136.17,4060.5,4070.79,2165.37,0.42,11.98,1.42,77,219,458725.09
2022/4/21,4048.73,4086.44,3978.37,3995.83,2270.27,0.47,11.78,1.4,33,264,451419.15
2022/4/22,3967.2,4037.08,3953.72,4013.25,2063.72,0.44,11.85,1.41,157,135,454368.62
2022/4/25,3933.45,3958.21,3814.91,3814.91,2728.89,0.6,11.33,1.34,8,291,434456.93
2022/4/26,3822.49,3871.85,3773.9,3784.12,2596.26,0.56,11.25,1.33,91,206,431389.22
2022/4/27,3758.08,3895.73,3757.09,3895.54,2969.24,0.62,11.49,1.36,258,39,440660.09
2022/4/28,3883.42,3943.43,3873.58,3921.11,2685.02,0.55,11.54,1.36,145,144,444103.45
2022/4/29,3939.62,4017.43,3898.57,4016.24,3214.15,0.64,11.85,1.39,259,36,453594.74
2022/5/5,3995.35,4039.7,3988.93,4010.21,2905.38,0.55,11.97,1.37,159,131,453255.49
2022/5/6,3928.85,3947.24,3902.05,3908.82,2148.25,0.44,11.7,1.34,34,263,442788.05
2022/5/9,3883.95,3914.11,3854.94,3877.44,1717.57,0.33,11.63,1.33,130,157,440084.32
2022/5/10,3820.63,3932.68,3808.57,3919.87,2390.6,0.49,11.72,1.34,222,72,443545.71
2022/5/11,3917.93,4033.3,3916.52,3976.42,3092.95,0.59,11.84,1.36,195,91,448267.81
2022/5/12,3949.95,3985.93,3935.59,3958.74,2020.29,0.4,11.8,1.35,129,158,446710.85
2022/5/13,3983.82,4003.85,3957.14,3988.6,1957.27,0.39,11.9,1.36,171,118,450675.65
2022/5/16,4015,4018.03,3947.75,3956.54,1997.18,0.4,11.82,1.35,85,205,447780.13
2022/5/17,3961.76,4005.89,3955.1,4005.89,2101.18,0.39,11.94,1.37,192,95,452219.26
2022/5/18,4015.01,4017.34,3964.75,3991.91,2018.01,0.38,11.9,1.36,113,177,450679.92
2022/5/19,3938.3,3999.6,3933.75,3999.6,2102.07,0.41,11.91,1.36,128,159,451150.3
2022/5/20,4020.82,4077.6,4020.82,4077.6,2656.09,0.52,12.12,1.39,254,43,458963.19
2022/5/23,4080.97,4080.97,4029.08,4053.98,2259.82,0.46,12.06,1.38,136,159,456919.39
2022/5/24,4052.87,4055.78,3959.15,3959.15,2477.13,0.52,11.84,1.35,26,272,448208.71
2022/5/25,3959.77,3983.62,3946.81,3983.18,1887.01,0.38,11.92,1.36,229,62,451401.19
2022/5/26,3987.68,4015.75,3938.24,3993.04,2169.87,0.45,11.95,1.37,200,93,452663.82
2022/5/27,4022.71,4051.14,3983.38,4001.3,2069.44,0.4,11.98,1.37,114,172,453867.87
2022/5/30,4020.86,4040.82,4003.38,4029.02,2111.45,0.4,12.05,1.38,157,134,456181.79
2022/5/31,4031.76,4096.2,4020.38,4091.52,2677.7,0.48,12.2,1.4,238,52,462060.2
2022/6/1,4086.62,4094.9,4058.85,4083.18,2254.16,0.41,12.17,1.4,96,194,460945.07
2022/6/2,4064,4091.15,4057.91,4089.57,2226.58,0.4,12.18,1.4,165,123,461357.1
2022/6/6,4090.53,4166.62,4063.91,4166.09,3240.76,0.6,12.35,1.42,231,64,467784.06
2022/6/7,4165.69,4198.09,4155.17,4179.13,2857.34,0.51,12.39,1.42,155,131,469083.79
2022/6/8,4187.15,4224.81,4158.03,4219.81,3194.8,0.56,12.51,1.44,191,100,473617.56
2022/6/9,4211.72,4227.45,4160.88,4175.67,2851.73,0.6,12.41,1.43,87,205,470111.72
2022/6/10,4145.65,4241.35,4140.22,4238.99,3240.91,0.66,12.59,1.45,240,53,476686.08
2022/6/13,4194.46,4218.23,4156.71,4189.35,3365.86,0.6,12.32,1.45,87,210,497542.23
2022/6/14,4143.22,4224.09,4102.93,4222.31,3354.19,0.61,12.45,1.47,195,100,502727.9
2022/6/15,4228.29,4348.42,4228.29,4278.22,4597.67,0.92,12.58,1.48,202,94,508232.87
2022/6/16,4282.08,4302.92,4241.08,4250.06,3372.36,0.66,12.48,1.47,125,169,503889.82
2022/6/17,4219.23,4318.77,4218.68,4309.04,3466.76,0.57,12.61,1.49,186,103,509320
2022/6/20,4322.83,4368.36,4297.89,4330.43,3595.69,0.59,12.63,1.49,161,125,510044.85
2022/6/21,4327.92,4357.34,4287.14,4325.57,3171.63,0.59,12.64,1.49,123,163,510322.76
2022/6/22,4331.9,4333.18,4269.25,4270.62,2986.56,0.57,12.48,1.47,46,247,504027.18
2022/6/23,4277.96,4343.88,4260.9,4343.88,3271.45,0.61,12.68,1.5,254,40,511918.07
2022/6/24,4354.55,4400.69,4346.12,4394.77,3560.55,0.61,12.78,1.51,180,111,516098.95
2022/6/27,4414.33,4472.69,4414.33,4444.26,3814.33,0.64,12.9,1.53,193,93,521126.28
2022/6/28,4442.58,4497.89,4407.35,4490.52,3616.86,0.63,13,1.54,203,87,525129.73
2022/6/29,4472.73,4503.13,4414,4421.36,3959.26,0.67,12.85,1.52,83,212,518787.41
2022/6/30,4418.07,4515,4418.07,4485.01,3543.44,0.56,12.99,1.54,219,69,524420.77
2022/7/1,4489.52,4500.99,4449.29,4466.72,3184.92,0.52,12.94,1.53,99,188,522453.82
2022/7/4,4447.22,4496.03,4427.82,4496.03,3569.69,0.52,13.01,1.54,165,124,525595.4
2022/7/5,4505.46,4530.32,4439.45,4489.54,3618.92,0.55,13,1.54,106,188,525136.83
2022/7/6,4475.48,4484.36,4393.42,4423.97,3446.73,0.53,12.82,1.52,57,239,517925.08
2022/7/7,4425.28,4457.34,4391.19,4443.47,3281.33,0.47,12.86,1.53,119,164,519508.26
2022/7/8,4468.06,4479.49,4426.89,4428.78,3040.31,0.44,12.81,1.52,148,138,517515.38
2022/7/11,4406.15,4406.15,4330.58,4354.62,2991.95,0.48,12.63,1.51,65,230,510107.72
2022/7/12,4352.65,4370.34,4296.62,4313.62,2910.72,0.46,12.51,1.5,102,192,505495.96
2022/7/13,4313.36,4341.47,4284.94,4321.46,2860.76,0.47,12.52,1.5,126,160,505608.98
2022/7/14,4308.82,4352.1,4292.76,4322.07,3015.7,0.52,12.48,1.5,126,171,504147.99
2022/7/15,4299.47,4344.86,4248.53,4248.53,3167.93,0.54,12.26,1.48,48,249,495561.51
2022/7/18,4262.15,4300.78,4217.51,4292.59,2810.55,0.44,12.4,1.5,226,70,501306.71
2022/7/19,4288.44,4288.44,4238.82,4269.34,2311.18,0.37,12.36,1.49,154,135,499620.18
2022/7/20,4291.28,4303.37,4269.97,4283.8,2123.02,0.34,12.41,1.5,181,106,501739.09
2022/7/21,4270.36,4283.15,4236.05,4236.06,2392.28,0.42,12.27,1.48,73,226,496061.5
2022/7/22,4251.79,4275.47,4207.31,4238.23,2242.95,0.37,12.28,1.48,132,156,496518.63
2022/7/25,4233.93,4234.84,4201.92,4212.64,1881.36,0.3,12.22,1.47,89,203,494225.97
2022/7/26,4220.09,4259.99,4214.53,4245.98,1976.01,0.31,12.3,1.48,223,66,497628.79
2022/7/27,4236.15,4242.1,4217.28,4225.04,1942.45,0.28,12.24,1.48,92,198,494926.42
2022/7/28,4242.27,4267.92,4223.03,4225.67,2438.71,0.38,12.24,1.48,167,122,494932.5
2022/7/29,4226.42,4243.51,4160.87,4170.1,2531.99,0.41,12.09,1.46,46,249,488763.98
2022/8/1,4160.65,4196.57,4129.45,4188.68,2511.25,0.38,12.14,1.47,138,151,490562.09
2022/8/2,4144.38,4144.38,4071.43,4107.02,2810.14,0.51,11.93,1.44,23,274,482053.74
2022/8/3,4114.83,4150.98,4058.18,4066.98,2686.96,0.42,11.82,1.43,95,202,477804.42
2022/8/4,4089.44,4108.16,4064.66,4101.54,2168.99,0.32,11.93,1.44,216,79,482084.64
2022/8/5,4109.63,4159.49,4097.86,4156.91,2473.26,0.37,12.06,1.46,252,46,487507.29
2022/8/8,4142.11,4155.73,4135.08,4148.07,2240.81,0.32,12.03,1.45,141,145,486431.36
2022/8/9,4143.67,4161.81,4131.43,4156.29,2142.24,0.3,12.05,1.46,119,167,487456
2022/8/10,4149.21,4160.79,4092.55,4109.74,2174.47,0.3,11.94,1.44,57,232,482806.26
2022/8/11,4130.74,4193.81,4116.06,4193.54,2696.31,0.43,12.16,1.47,269,30,491935.54
2022/8/12,4185.42,4202.47,4175.05,4191.15,2192.08,0.38,12.15,1.47,152,137,492513.31
2022/8/15,4180,4219.92,4174.3,4185.68,2455.4,0.38,12.11,1.47,89,200,491308.77
2022/8/16,4190.53,4208.8,4170.52,4177.84,2338.19,0.33,12.08,1.46,90,197,490078.71
2022/8/17,4182.57,4222.79,4155.17,4216.96,2520.44,0.4,12.19,1.47,223,72,494259.35
2022/8/18,4205.79,4211.91,4173.54,4180.1,2331.15,0.36,12.07,1.46,65,230,490085.13
2022/8/19,4174.55,4185.66,4151.07,4151.07,2624.94,0.42,12.03,1.46,100,188,488387.76
2022/8/22,4135.16,4183.65,4134.2,4181.4,2597.47,0.4,12.11,1.46,191,95,491994.63
2022/8/23,4175.53,4187.39,4147.41,4161.08,2391.01,0.37,12.04,1.46,94,199,490062.02
2022/8/24,4168.58,4174.16,4079.09,4082.42,2628.44,0.42,11.83,1.43,21,272,482757.94
2022/8/25,4093.29,4119.62,4058.75,4116.24,2421.5,0.39,11.93,1.45,218,81,488051.48
2022/8/26,4127.81,4139.79,4102.68,4107.55,2255.19,0.35,11.88,1.44,108,177,487192.7
2022/8/29,4063.88,4092.95,4059.6,4089.52,2030.86,0.33,11.8,1.43,115,177,485563.9
2022/8/30,4088.53,4093.14,4048.52,4075.79,1926.49,0.33,11.79,1.42,137,150,484571.61
2022/8/31,4057.14,4112.85,4046.62,4078.84,2929.75,0.46,11.78,1.4,154,137,485100.87
2022/9/1,4066.19,4090.89,4041.13,4043.74,2108.99,0.34,11.7,1.39,91,205,481668.29
2022/9/2,4054.84,4056.18,4004.91,4023.61,1844.68,0.3,11.65,1.38,105,184,479555.24
2022/9/5,4010.41,4017,3982.74,4015.43,2011.19,0.33,11.66,1.39,157,138,480043.4
2022/9/6,4024.47,4054,4009.58,4052.28,2359.22,0.4,11.75,1.4,216,74,483726.44
2022/9/7,4032.72,4067.54,4028.37,4054.98,2151.47,0.38,11.76,1.4,117,173,484038.81
2022/9/8,4059.17,4067.76,4036.02,4037.68,1868.89,0.35,11.72,1.4,108,181,482668.71
2022/9/9,4050.59,4099.01,4042.25,4093.79,2214.43,0.41,11.87,1.41,238,58,488741.78
2022/9/13,4112.01,4128.11,4097.14,4111.11,2185.21,0.39,11.91,1.42,173,120,490282.35
2022/9/14,4058.04,4089.06,4047.92,4065.36,1854.85,0.32,11.79,1.4,42,253,485441.96
2022/9/15,4078.65,4088.81,3998.86,4027.12,2543.67,0.43,11.71,1.4,97,195,482330.34
2022/9/16,4013.58,4019.41,3932.68,3932.68,2412.52,0.48,11.45,1.36,23,277,471530.71
2022/9/19,3928.42,3953.65,3910.31,3928,1835.74,0.34,11.45,1.37,122,170,471599.96
2022/9/20,3945.65,3957.55,3921.69,3932.84,1792.48,0.3,11.45,1.37,149,145,471357.3
2022/9/21,3921.32,3924.39,3884.23,3903.73,1689.39,0.3,11.39,1.36,122,165,468949
2022/9/22,3875.18,3900.27,3860.23,3869.34,1611.34,0.28,11.33,1.35,74,212,466362.98
2022/9/23,3865.1,3888.4,3829.69,3856.02,1729.05,0.33,11.33,1.35,99,190,466685.05
2022/9/26,3829.6,3893.32,3827.95,3836.68,1929.06,0.37,11.24,1.34,88,211,462729.7
2022/9/27,3844.07,3893.03,3827.93,3892.3,1859.55,0.31,11.38,1.36,251,42,468658.92
2022/9/28,3879.44,3879.44,3828.05,3828.71,1724.38,0.3,11.24,1.34,38,258,462853.06
2022/9/29,3864.32,3873.18,3808.65,3827.14,1716.36,0.3,11.23,1.34,118,178,462348.73
2022/9/30,3833.35,3848.6,3801.28,3804.89,1586.93,0.27,11.19,1.33,134,155,460869.24
2022/10/10,3806.56,3807.46,3715.71,3720.94,1946.36,0.36,11.02,1.31,60,231,453631.3
2022/10/11,3732.02,3739.81,3706.06,3727.69,1668,0.29,11.02,1.31,138,150,453831.94
2022/10/12,3722.87,3784.31,3661.53,3784.31,2109.31,0.38,11.16,1.33,258,36,459496.23
2022/10/13,3756.42,3783.6,3749.64,3752.67,1983.69,0.35,11.07,1.32,120,168,455844.65
2022/10/14,3783.32,3863.23,3780.84,3842.47,2565.51,0.41,11.26,1.34,262,33,463654.26
2022/10/17,3822.24,3849.62,3809.12,3846.41,2204.89,0.36,11.26,1.34,175,116,463928.58
2022/10/18,3865.83,3870.22,3831.17,3838.27,1865.56,0.31,11.22,1.34,90,189,462653.42
2022/10/19,3827.47,3840.49,3776.53,3776.53,1867.36,0.28,11.07,1.32,36,260,456510.36
2022/10/20,3746.58,3804.25,3726.79,3754.93,2037.82,0.31,11.03,1.32,134,155,454888.63
2022/10/21,3753.89,3768.69,3724.69,3742.89,1806.86,0.34,10.98,1.31,121,172,453942.19
2022/10/24,3727.92,3762.16,3619.99,3633.37,2594.51,0.45,10.68,1.28,39,260,442471.5
2022/10/25,3621.94,3670.73,3594.7,3627.45,2193.03,0.39,10.65,1.27,123,167,441684.79
2022/10/26,3633.31,3700.88,3633.31,3656.9,2424.54,0.42,10.69,1.28,210,80,443784.68
2022/10/27,3667.66,3685.08,3631.06,3631.14,2574.73,0.41,10.64,1.27,159,132,441537.04
2022/10/28,3605.16,3618.86,3533.5,3541.33,2458.16,0.41,10.38,1.24,38,255,432660.4
2022/10/31,3504.51,3553.39,3495.95,3508.7,2565.75,0.48,10.29,1.2,110,183,427551.89
2022/11/1,3519.82,3634.17,3517.62,3634.17,2950.9,0.52,10.59,1.24,265,35,440243.75
2022/11/2,3620.37,3703.47,3610.8,3677.81,2916.48,0.49,10.7,1.25,220,72,444591.73
2022/11/3,3645.06,3670.16,3628.5,3647.9,2153.79,0.38,10.62,1.24,98,195,441321.82
2022/11/4,3646.77,3782.88,3646.77,3767.17,3111.45,0.52,10.92,1.28,284,15,453977.87
2022/11/7,3754.52,3792.79,3746.37,3775.3,2511.96,0.45,10.95,1.28,159,125,454944.05
